529271;-32640;-18100
529322;-32621;-18117
529400;-32562;-18169
529480;-32503;-18223
529561;-32441;-18277
529617;-32400;-18314
529701;-32337;-18371
529729;-32315;-18390
529845;-32229;-18467
529964;-32140;-18546
530025;-32094;-18587
530115;-32027;-18647
530204;-31960;-18707
530263;-31916;-18746
530350;-31850;-18805
530437;-31785;-18863
530495;-31742;-18901
530581;-31678;-18958
530610;-31656;-18978
530781;-31528;-19092
530903;-31437;-19174
530965;-31390;-19215
531060;-31320;-19278
531157;-31247;-19343
531222;-31198;-19386
531321;-31124;-19452
531422;-31049;-19520
531493;-30997;-19566
531599;-30920;-19635
531708;-30841;-19706
531782;-30787;-19753
531894;-30706;-19825
532008;-30622;-19898
532085;-30566;-19946
532202;-30480;-20019
532321;-30393;-20094
532401;-30334;-20144
532522;-30246;-20220
532643;-30158;-20294
532723;-30099;-20343
532842;-30011;-20415
532881;-29982;-20439
533109;-29812;-20570
533267;-29693;-20655
533344;-29633;-20696
533460;-29542;-20754
533573;-29451;-20809
533649;-29390;-20845
533761;-29300;-20899
533872;-29210;-20951
533945;-29151;-20986
534055;-29062;-21036
534127;-29003;-21070
534235;-28915;-21118
534342;-28827;-21166
534413;-28769;-21196
534518;-28681;-21240
534587;-28623;-21268
534686;-28535;-21307
534784;-28447;-21344
534848;-28388;-21367
534944;-28300;-21398
535007;-28241;-21418
535102;-28152;-21445
535134;-28122;-21453
535278;-27986;-21491
535416;-27856;-21526
535516;-27761;-21551
535583;-27697;-21567
535688;-27600;-21591
535795;-27502;-21613
535865;-27437;-21627
535971;-27339;-21646
536041;-27275;-21658
536187;-27146;-21678
536262;-27082;-21686
536374;-26987;-21695
536485;-26893;-21701
536597;-26799;-21704
536709;-26706;-21704
536821;-26615;-21701
536933;-26525;-21694
537008;-26465;-21687
537121;-26377;-21675
537235;-26290;-21659
537310;-26234;-21647
537428;-26150;-21626
537558;-26068;-21601
537645;-26014;-21583
537774;-25936;-21554
537820;-25908;-21542
538076;-25759;-21472
538208;-25686;-21433
538343;-25614;-21390
538434;-25567;-21360
538573;-25497;-21312
538712;-25428;-21261
538804;-25383;-21225
538943;-25316;-21169
538992;-25293;-21149
539233;-25181;-21043
539431;-25092;-20950
539600;-25031;-20884
539772;-24969;-20817
539887;-24927;-20771
540062;-24865;-20700
540239;-24803;-20628
540418;-24741;-20554
540510;-24699;-20503
540695;-24615;-20399
540793;-24573;-20345
540949;-24511;-20263
541115;-24450;-20178
541294;-24391;-20091
541488;-24332;-20003
541701;-24273;-19915
541773;-24234;-19855
541899;-24176;-19763
542025;-24119;-19672
542154;-24061;-19577
542241;-24023;-19513
542374;-23966;-19414
542509;-23911;-19312
542646;-23856;-19208
542785;-23801;-19103
542879;-23764;-19031
543021;-23708;-18922
543167;-23653;-18811
543315;-23596;-18697
543447;-23540;-18581
543534;-23502;-18503
543667;-23444;-18383
543801;-23386;-18262
543891;-23347;-18181
544029;-23288;-18057
544168;-23228;-17931
544262;-23187;-17846
544405;-23126;-17717
544550;-23063;-17586
544648;-23021;-17497
544797;-22957;-17363
544947;-22892;-17228
545049;-22848;-17136
545203;-22782;-16997
545358;-22714;-16857
545516;-22645;-16715
545622;-22599;-16619
545783;-22529;-16474
545946;-22458;-16328
546055;-22410;-16229
546221;-22337;-16080
546388;-22264;-15930
546557;-22190;-15779
546727;-22115;-15626
546899;-22039;-15471
547014;-21988;-15367
547189;-21911;-15211
547365;-21833;-15052
547544;-21754;-14893
547663;-21701;-14785
547844;-21621;-14623
548027;-21541;-14460
548211;-21459;-14295
548335;-21404;-14184
548522;-21322;-14017
548710;-21238;-13849
548900;-21154;-13679
549090;-21069;-13509
549276;-20987;-13342
549459;-20905;-13178
549639;-20825;-13018
549815;-20747;-12860
549987;-20670;-12706
550151;-20597;-12560
550255;-20551;-12467
550403;-20485;-12334
550545;-20422;-12208
550637;-20381;-12126
550770;-20322;-12006
550900;-20264;-11890
550984;-20227;-11816
551106;-20172;-11706
551146;-20155;-11671
551185;-20137;-11635
551359;-20060;-11480
551515;-19991;-11341
551619;-19944;-11247
551722;-19899;-11156
551821;-19854;-11067
551919;-19811;-10979
552014;-19768;-10894
552077;-19741;-10838
552169;-19699;-10755
552260;-19659;-10674
552320;-19632;-10620
552410;-19592;-10540
552500;-19552;-10460
552588;-19513;-10380
552677;-19473;-10301
552736;-19447;-10248
552825;-19407;-10168
552861;-19391;-10136
553018;-19321;-9996
553145;-19265;-9882
553204;-19238;-9829
553293;-19199;-9750
553352;-19172;-9697
553441;-19133;-9617
553530;-19093;-9538
553619;-19053;-9458
553678;-19027;-9405
553767;-18987;-9326
553855;-18948;-9246
553944;-18908;-9167
554033;-18868;-9087
554092;-18842;-9034
554181;-18802;-8955
554270;-18763;-8875
554359;-18723;-8796
554418;-18696;-8743
554507;-18657;-8663
554595;-18617;-8584
554684;-18577;-8505
61;-18538;-8425
150;-18498;-8346
239;-18458;-8266
328;-18419;-8187
417;-18379;-8107
505;-18339;-8028
594;-18299;-7948
683;-18260;-7869
772;-18220;-7789
861;-18180;-7710
949;-18140;-7631
1038;-18101;-7551
1097;-18074;-7498
1186;-18034;-7419
1275;-17995;-7339
1364;-17955;-7260
1453;-17915;-7180
1512;-17889;-7127
1601;-17849;-7048
1660;-17823;-6995
1749;-17783;-6916
1838;-17743;-6836
1926;-17703;-6757
2015;-17664;-6677
2074;-17637;-6624
2163;-17597;-6545
2252;-17558;-6465
2341;-17518;-6386
2430;-17478;-6307
2518;-17438;-6227
2578;-17412;-6174
2666;-17372;-6095
2726;-17346;-6042
2844;-17293;-5936
2903;-17266;-5883
2992;-17226;-5803
3051;-17200;-5751
3140;-17160;-5671
3229;-17121;-5592
3318;-17081;-5512
3407;-17041;-5433
3495;-17001;-5353
3584;-16962;-5274
3673;-16922;-5194
3762;-16882;-5115
3821;-16856;-5062
3910;-16816;-4983
3969;-16789;-4930
4087;-16736;-4824
4146;-16710;-4771
4235;-16670;-4691
4294;-16643;-4639
4383;-16604;-4559
4471;-16564;-4480
4560;-16524;-4400
4649;-16484;-4321
4738;-16444;-4241
4797;-16418;-4188
4885;-16378;-4109
4974;-16338;-4030
5063;-16299;-3950
5122;-16272;-3897
5240;-16219;-3791
5300;-16193;-3738
5388;-16153;-3659
5477;-16113;-3580
5566;-16073;-3500
5654;-16033;-3421
5714;-16007;-3368
5832;-15954;-3262
5891;-15927;-3209
5980;-15887;-3130
6068;-15848;-3050
6157;-15808;-2971
6246;-15768;-2891
6335;-15728;-2812
6394;-15702;-2759
6482;-15662;-2680
6571;-15622;-2600
6660;-15582;-2521
6719;-15556;-2468
6837;-15503;-2362
6896;-15476;-2309
6985;-15436;-2230
7044;-15410;-2177
7163;-15357;-2071
7222;-15330;-2018
7311;-15290;-1939
7370;-15264;-1886
7488;-15211;-1780
7547;-15184;-1727
7636;-15144;-1647
7725;-15105;-1568
7813;-15065;-1489
7902;-15025;-1409
7961;-14998;-1356
8050;-14959;-1277
8139;-14919;-1197
8227;-14879;-1118
8286;-14852;-1065
8405;-14799;-959
8464;-14773;-906
8553;-14733;-827
8612;-14706;-774
8730;-14653;-668
8789;-14627;-615
8878;-14587;-536
8967;-14547;-456
9055;-14507;-377
9144;-14467;-298
9233;-14428;-218
9322;-14388;-139
9410;-14348;-59
9469;-14321;-7
9529;-14295;46
9617;-14255;126
9706;-14215;205
9795;-14175;285
9884;-14135;364
9943;-14109;417
10061;-14056;523
10121;-14029;576
10209;-13989;655
10298;-13950;734
10387;-13910;814
10476;-13870;893
10565;-13830;973
10654;-13790;1052
10742;-13751;1131
10831;-13711;1211
10920;-13671;1290
11009;-13631;1370
11098;-13591;1449
11186;-13552;1529
11246;-13525;1581
11364;-13472;1687
11423;-13446;1740
11512;-13406;1820
11601;-13366;1899
11690;-13326;1979
