530400;-19600;70100
530450;-19600;70000
530500;-19600;70000
530550;-19600;70000
530590;-19700;69900
530640;-19700;69900
530690;-19700;69800
530740;-19800;69800
530790;-19800;69800
530840;-19800;69700
530890;-19800;69700
530930;-19900;69600
530980;-19900;69600
531030;-19900;69500
531080;-19900;69500
531130;-20000;69500
531170;-20000;69400
531220;-20000;69400
531270;-20000;69300
531320;-20100;69300
531360;-20100;69300
531410;-20100;69200
531460;-20100;69200
531510;-20200;69100
531550;-20200;69100
531600;-20200;69100
531650;-20300;69000
531690;-20300;69000
531740;-20300;68900
531790;-20300;68900
531840;-20400;68900
531880;-20400;68800
531930;-20400;68800
531980;-20400;68700
532020;-20500;68700
532070;-20500;68700
532110;-20500;68600
532160;-20500;68600
532210;-20600;68500
532250;-20600;68500
532300;-20600;68500
532350;-20600;68400
532390;-20700;68400
532440;-20700;68300
532480;-20700;68300
532530;-20700;68300
532570;-20800;68200
532620;-20800;68200
532660;-20800;68200
532710;-20800;68100
532760;-20900;68100
532800;-20900;68000
532850;-20900;68000
532890;-20900;68000
532940;-21000;67900
532980;-21000;67900
533020;-21000;67800
533070;-21000;67800
533110;-21100;67800
533160;-21100;67700
533200;-21100;67700
533250;-21100;67700
533290;-21200;67600
533330;-21200;67600
533380;-21200;67500
533420;-21200;67500
533470;-21200;67500
533510;-21300;67400
533550;-21300;67400
533600;-21300;67400
533640;-21300;67300
533680;-21400;67300
533730;-21400;67200
533770;-21400;67200
533810;-21400;67200
533860;-21500;67100
533900;-21500;67100
533940;-21500;67100
533990;-21500;67000
534030;-21600;67000
534070;-21600;66900
534110;-21600;66900
534160;-21600;66900
534200;-21700;66800
534240;-21700;66800
534280;-21700;66800
534330;-21700;66700
534370;-21700;66700
534410;-21800;66600
534450;-21800;66600
534500;-21800;66600
534540;-21800;66500
534580;-21900;66500
534630;-21900;66500
534670;-21900;66400
534710;-21900;66400
534750;-22000;66400
534790;-22000;66300
534840;-22000;66300
534880;-22000;66200
534920;-22100;66200
534960;-22100;66200
535000;-22100;66100
535050;-22100;66100
535090;-22100;66100
535130;-22200;66000
535170;-22200;66000
535210;-22200;66000
535260;-22200;65900
535300;-22300;65900
535340;-22300;65800
535380;-22300;65800
535430;-22300;65800
535470;-22400;65700
535510;-22400;65700
535550;-22400;65700
535590;-22400;65600
535640;-22500;65600
535680;-22500;65600
535720;-22500;65500
535760;-22500;65500
535810;-22600;65400
535850;-22600;65400
535890;-22600;65400
535930;-22600;65300
535980;-22600;65300
536020;-22700;65300
536060;-22700;65200
536100;-22700;65200
536140;-22700;65100
536190;-22800;65100
536230;-22800;65100
536270;-22800;65000
536310;-22800;65000
536350;-22900;65000
536400;-22900;64900
536440;-22900;64900
536480;-22900;64800
536520;-23000;64800
536570;-23000;64800
536610;-23000;64700
