310;-11050;46435;0
440;-11122;46367;0
500;-11143;46346;0
630;-11236;46257;0
750;-11328;46169;0
880;-11375;46125;0
1010;-11467;46037;0
1140;-11559;45949;0
1270;-11630;45881;0
1390;-11651;45861;0
1520;-11743;45773;0
1650;-11835;45685;0
1770;-11928;45596;0
1900;-12000;45528;0
2030;-12021;45507;0
2150;-12113;45418;0
2280;-12204;45331;0
2410;-12274;45264;0
2530;-12295;45244;0
2660;-12387;45156;0
2780;-12478;45068;0
2850;-12569;44981;0
2970;-12639;44913;0
3100;-12660;44893;0
3220;-12750;44806;0
3340;-12842;44718;0
3470;-12932;44631;0
3590;-13023;44543;0
3710;-13068;44500;0
3840;-13137;44433;0
3960;-13158;44413;0
4080;-13248;44326;0
4140;-13337;44240;0
4270;-13426;44154;0
4390;-13514;44069;0
4510;-13587;43998;0
4630;-13602;43984;0
4760;-13691;43898;0
4820;-13779;43813;0
4940;-13867;43728;0
5060;-13955;43643;0
5180;-13999;43600;0
5300;-14088;43515;0
5420;-14161;43443;0
5540;-14176;43429;0
5660;-14264;43344;0
5780;-14352;43260;0
5900;-14440;43175;0
6020;-14484;43132;0
6140;-14571;43048;0
6260;-14658;42965;0
6380;-14731;42894;0
6500;-14745;42880;0
6610;-14832;42796;0
6730;-14919;42712;0
6790;-15007;42628;0
6910;-15093;42545;0
7030;-15165;42476;0
7150;-15179;42462;0
7260;-15265;42380;0
7380;-15350;42298;0
7500;-15436;42215;0
7620;-15521;42133;0
7670;-15593;42065;0
7790;-15607;42051;0
7910;-15693;41969;0
7970;-15864;41805;0
8090;-15900;41771;0
8210;-15907;41764;0
8330;-15992;41682;0
8440;-16078;41599;0
8560;-16164;41517;0
8670;-16249;41436;0
8790;-16319;41369;0
8910;-16333;41355;0
9020;-16417;41275;0
9080;-16545;41153;0
9200;-16616;41085;0
9310;-16630;41071;0
9430;-16759;40948;0
9540;-16831;40881;0
9660;-16845;40867;0
9770;-16931;40785;0
9880;-17016;40704;0
10000;-17100;40624;0
10110;-17184;40544;0
10230;-17268;40464;0
10340;-17338;40397;0
10400;-17352;40384;0
10510;-17520;40225;0
10630;-17555;40192;0
10740;-17562;40185;0
10850;-17646;40105;0
10960;-17730;40024;0
11080;-17814;39945;0
11190;-17897;39866;0
11300;-17981;39787;0
11350;-18063;39709;0
11470;-18132;39644;0
11580;-18146;39631;0
11690;-18228;39553;0
11750;-18311;39474;0
11860;-18394;39396;0
11970;-18478;39317;0
12090;-18519;39278;0
12200;-18602;39199;0
12250;-18685;39121;0
12360;-18767;39044;0
12480;-18849;38966;0
12590;-18931;38889;0
12700;-19013;38812;0
12810;-19087;38743;0
12920;-19094;38736;0
13020;-19216;38621;0
13130;-19298;38544;0
13190;-19380;38467;0
13300;-19462;38390;0
13410;-19503;38351;0
13520;-19585;38274;0
13580;-19667;38197;0
13690;-19742;38128;0
13740;-19749;38121;0
13850;-19871;38006;0
13960;-19952;37930;0
14070;-20034;37853;0
14180;-20108;37784;0
14280;-20115;37777;0
14390;-20195;37702;0
14500;-20276;37627;0
14610;-20355;37553;0
14710;-20515;37404;0
14770;-20552;37369;0
14880;-20556;37366;0
14980;-20637;37290;0
15090;-20719;37214;0
15200;-20840;37102;0
15310;-20920;37027;0
15410;-20960;36990;0
15520;-21041;36915;0
15630;-21121;36841;0
15730;-21201;36767;0
15840;-21279;36694;0
15940;-21358;36621;0
16050;-21430;36555;0
16160;-21437;36548;0
16260;-21516;36474;0
16370;-21595;36402;0
16470;-21713;36292;0
16580;-21792;36218;0
16680;-21871;36145;0
16740;-21943;36079;0
16840;-21950;36072;0
16950;-22028;35999;0
17060;-22107;35926;0
17160;-22185;35853;0
17210;-22263;35779;0
17320;-22341;35706;0
17420;-22418;35633;0
17480;-22494;35560;0
17580;-22570;35486;0
17690;-22647;35413;0
17790;-22723;35339;0
17890;-22799;35265;0
18000;-22875;35191;0
18100;-22951;35117;0
18200;-23026;35043;0
18300;-23101;34970;0
18410;-23139;34933;0
18510;-23215;34858;0
18610;-23291;34784;0
18660;-23367;34710;0
18760;-23441;34636;0
18870;-23479;34600;0
18970;-23553;34527;0
19070;-23666;34415;0
19180;-23741;34342;0
19280;-23817;34268;0
19330;-23891;34195;0
19430;-23957;34130;0
19530;-23964;34123;0
19640;-24038;34051;0
19740;-24111;33979;0
19840;-24184;33907;0
19940;-24257;33836;0
20040;-24330;33764;0
20140;-24403;33693;0
20240;-24512;33586;0
20290;-24586;33514;0
20390;-24660;33442;0
20500;-24734;33369;0
20600;-24807;33297;0
20650;-24880;33226;0
20750;-24952;33155;0
20850;-24989;33120;0
20900;-25062;33048;0
21000;-25135;32977;0
21100;-25209;32905;0
21200;-25281;32835;0
21300;-25354;32764;0
21400;-25426;32693;0
21500;-25499;32623;0
21600;-25571;32552;0
21650;-25680;32446;0
21750;-25746;32382;0
21800;-25753;32376;0
21900;-25826;32305;0
22000;-25934;32199;0
22100;-26007;32129;0
22200;-26079;32059;0
22290;-26115;32024;0
22390;-26188;31954;0
22490;-26260;31884;0
22590;-26331;31815;0
22680;-26402;31746;0
22780;-26473;31677;0
22880;-26544;31609;0
22970;-26650;31506;0
23070;-26723;31436;0
23120;-26759;31401;0
23220;-26832;31330;0
23310;-26904;31260;0
23410;-26974;31192;0
23510;-27114;31056;0
23600;-27185;30988;0
23700;-27255;30920;0
23800;-27325;30851;0
23890;-27394;30783;0
23990;-27464;30715;0
24080;-27533;30648;0
24180;-27602;30580;0
24280;-27672;30512;0
24370;-27706;30478;0
24470;-27775;30410;0
24560;-27844;30342;0
24610;-27913;30275;0
24710;-27981;30207;0
24810;-28050;30139;0
24900;-28119;30072;0
25000;-28256;29936;0
25090;-28324;29869;0
25180;-28392;29801;0
25280;-28460;29734;0
25370;-28528;29667;0
25420;-28596;29600;0
25510;-28664;29533;0
25610;-28733;29464;0
25660;-28767;29430;0
25750;-28836;29362;0
25850;-28905;29294;0
25940;-28972;29227;0
26040;-29106;29094;0
26130;-29173;29028;0
26180;-29240;28962;0
26270;-29307;28896;0
26360;-29340;28862;0
26460;-29408;28796;0
26550;-29510;28695;0
26640;-29577;28628;0
26740;-29645;28561;0
26830;-29712;28495;0
26920;-29779;28430;0
27020;-29878;28331;0
27110;-29945;28266;0
27200;-30012;28199;0
27300;-30079;28134;0
27390;-30146;28068;0
27480;-30213;28002;0
27570;-30279;27937;0
27660;-30346;27871;0
27750;-30413;27806;0
27850;-30479;27741;0
27940;-30546;27676;0
28030;-30612;27611;0
28120;-30744;27482;0
28210;-30810;27417;0
28300;-30876;27353;0
28350;-30941;27289;0
28440;-31007;27226;0
28530;-31072;27162;0
28620;-31137;27098;0
28710;-31203;27034;0
28800;-31268;26971;0
28890;-31333;26908;0
28980;-31431;26812;0
29070;-31497;26748;0
29160;-31563;26684;0
29250;-31628;26620;0
29340;-31693;26558;0
29430;-31822;26432;0
29520;-31887;26369;0
29610;-31951;26307;0
29700;-32016;26244;0
29790;-32081;26181;0
29880;-32146;26118;0
29970;-32210;26055;0
30060;-32273;25994;0
30140;-32337;25932;0
30230;-32465;25807;0
30320;-32529;25745;0
30410;-32593;25683;0
30500;-32656;25622;0
30590;-32720;25560;0
30670;-32784;25498;0
30760;-32848;25436;0
30850;-32911;25374;0
30890;-33037;25252;0
30980;-33100;25191;0
31070;-33163;25130;0
31160;-33259;25037;0
31240;-33322;24976;0
31330;-33385;24915;0
31420;-33448;24854;0
31460;-33510;24794;0
31550;-33573;24733;0
31640;-33667;24642;0
31720;-33729;24582;0
31810;-33792;24521;0
31890;-33854;24462;0
31970;-33975;24345;0
32050;-34034;24287;0
32090;-34122;24203;0
32180;-34180;24147;0
32260;-34237;24091;0
32330;-34294;24036;0
32410;-34407;23927;0
32490;-34464;23872;0
32570;-34548;23791;0
32650;-34604;23737;0
32690;-34659;23683;0
32760;-34715;23630;0
32840;-34825;23523;0
32920;-34880;23470;0
33000;-34934;23418;0
33070;-35042;23314;0
33150;-35121;23237;0
33220;-35173;23187;0
33300;-35224;23138;0
33370;-35324;23041;0
33450;-35373;22993;0
33480;-35469;22901;0
33560;-35515;22856;0
33630;-35606;22768;0
33700;-35695;22682;0
33770;-35739;22639;0
33830;-35828;22553;0
33900;-35916;22467;0
33970;-35960;22424;0
34030;-36049;22338;0
34100;-36094;22294;0
34160;-36182;22209;0
34220;-36247;22145;0
34280;-36335;22059;0
34340;-36399;21995;0
34410;-36482;21912;0
34470;-36541;21851;0
34530;-36618;21771;0
34590;-36692;21693;0
34650;-36764;21617;0
34710;-36835;21541;0
34780;-36871;21503;0
34840;-36942;21426;0
34900;-37031;21331;0
34960;-37102;21255;0
35020;-37171;21179;0
35050;-37240;21103;0
35110;-37308;21026;0
35180;-37358;20968;0
35210;-37425;20888;0
35270;-37489;20809;0
35330;-37553;20731;0
35380;-37615;20652;0
35440;-37677;20573;0
35470;-37738;20494;0
35520;-37797;20414;0
35580;-37855;20333;0
35630;-37898;20270;0
35690;-37953;20187;0
35740;-38018;20081;0
35790;-38069;19994;0
35840;-38117;19907;0
35890;-38152;19841;0
35950;-38196;19753;0
36000;-38237;19665;0
36050;-38286;19553;0
36100;-38323;19463;0
36130;-38357;19373;0
36180;-38389;19281;0
36230;-38419;19188;0
36290;-38446;19095;0
36340;-38470;19002;0
36390;-38498;18863;0
36440;-38512;18770;0
36490;-38526;18630;0
36540;-38531;18537;0
36590;-38531;18400;0
36640;-38524;18287;0
36670;-38509;18152;0
36720;-38485;18022;0
36770;-38459;17914;0
36820;-38434;17830;0
36870;-38399;17727;0
36920;-38366;17646;0
36970;-38322;17549;0
37020;-38283;17472;0
37070;-38241;17399;0
37120;-38176;17292;0
37170;-38131;17222;0
37220;-38085;17153;0
37270;-38014;17050;0
37320;-37967;16982;0
37380;-37920;16913;0
37430;-37860;16826;0
37480;-37813;16758;0
37530;-37754;16673;0
37550;-37683;16571;0
37600;-37622;16483;0
37650;-37573;16413;0
37700;-37525;16342;0
37750;-37475;16269;0
37780;-37412;16176;0
37830;-37361;16097;0
37880;-37299;15997;0
37930;-37262;15934;0
37980;-37213;15848;0
38000;-37166;15761;0
38050;-37119;15672;0
38100;-37062;15558;0
38150;-37039;15511;0
38200;-36980;15391;0
38250;-36934;15294;0
38300;-36899;15218;0
38330;-36854;15117;0
38380;-36820;15039;0
38430;-36776;14933;0
38480;-36744;14851;0
38530;-36703;14741;0
38580;-36684;14685;0
38640;-36647;14573;0
38690;-36613;14458;0
38740;-36597;14400;0
38790;-36567;14283;0
38830;-36552;14224;0
38880;-36525;14104;0
38920;-36500;13982;0
38970;-36488;13920;0
39010;-36465;13795;0
39050;-36454;13731;0
39090;-36434;13604;0
39130;-36424;13539;0
39170;-36405;13408;0
39210;-36395;13342;0
39250;-36378;13209;0
39290;-36366;13107;0
39330;-36358;13038;0
39370;-36344;12899;0
39400;-36334;12793;0
39440;-36328;12722;0
39480;-36322;12652;0
39510;-36312;12509;0
